id,kecamatan,varietas,jenis_tanah,tekstur,luas_lahan,curah_hujan,suhu,total_n_dasar,total_p_dasar,total_k_dasar,umur_hst,fase_tanaman,ph,n_ppm,p_ppm,k_ppm,status_hara,rekomendasi_tindakan,dosis_urea_susulan,dosis_sp36_susulan,dosis_kcl_susulan,total_umur_panen,hasil_panen_estimasi
545,Airmadidi,NK Perkasa,Regosol,Pasir,2.6,225,30,0.0,0.0,0.0,10,Vegetatif Awal,6.2,17,12,10,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,4.8
546,Tomohon,Pertiwi,Latosol,Lempung,2.6,192,31,15.0,15.0,15.0,31,Vegetatif Aktif,6.8,21,22,19,Seimbang,Pertahankan Kondisi,0,0,0,105,4.8
547,Tombulu,Pioneer Sweet Corn,Andosol,Pasir,1.8,221,30,38.0,15.0,15.0,69,Generatif,6.1,21,18,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,6.4
548,Tomohon,Pertiwi,Andosol,Lempung,1.7,200,28,0.0,0.0,0.0,49,Vegetatif Aktif,6.3,23,14,15,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,5.7
549,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.3,208,27,15.0,15.0,15.0,73,Generatif,5.7,24,14,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,4.8
550,Tomohon,Pertiwi,Latosol,Lempung Berpasir,2.6,164,26,38.0,15.0,15.0,54,Vegetatif Aktif,5.6,21,17,17,Seimbang,Pertahankan Kondisi,0,0,0,105,5.3
551,Kauditan,Pertiwi,Latosol,Lempung,2.3,211,30,0.0,0.0,0.0,66,Generatif,6.7,18,12,21,Seimbang,Pertahankan Kondisi,0,0,0,105,5.2
552,Tombulu,Bisi 2,Latosol,Lempung,0.6,237,26,38.0,15.0,15.0,34,Vegetatif Aktif,5.7,27,25,21,Seimbang,Pertahankan Kondisi,0,0,0,115,5.5
553,Sonder,NK Perkasa,Andosol,Pasir,1.3,204,26,0.0,0.0,0.0,24,Vegetatif Awal,5.6,11,15,13,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,5.2
554,Tondano Selatan,NK Perkasa,Andosol,Pasir,1.8,247,29,0.0,0.0,0.0,69,Generatif,6.4,17,11,19,Seimbang,Pertahankan Kondisi,0,0,0,110,5.2
555,Langowan,NK Perkasa,Latosol,Lempung Berpasir,0.9,224,28,38.0,15.0,15.0,34,Vegetatif Aktif,6.1,29,22,17,Seimbang,Pertahankan Kondisi,0,0,0,110,5.5
556,Tomohon,NK Perkasa,Latosol,Lempung Berpasir,2.4,203,29,38.0,15.0,15.0,10,Vegetatif Awal,6.8,32,14,25,Seimbang,Pertahankan Kondisi,0,0,0,110,5.3
557,Tondano Utara,Bisi 2,Regosol,Lempung Berpasir,1.5,204,27,0.0,0.0,0.0,67,Generatif,6.4,16,20,13,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.2
558,Sonder,Bisi 2,Andosol,Pasir,1.6,249,28,23.0,0.0,0.0,21,Vegetatif Awal,6.5,31,16,15,Seimbang,Pertahankan Kondisi,0,0,0,115,5.7
559,Sonder,NK Perkasa,Regosol,Pasir,1.7,233,28,15.0,15.0,15.0,19,Vegetatif Awal,6.0,22,22,17,Seimbang,Pertahankan Kondisi,0,0,0,110,5.5
560,Kauditan,Pioneer Sweet Corn,Andosol,Pasir,2.2,221,30,15.0,15.0,15.0,26,Vegetatif Aktif,6.3,16,20,18,Seimbang,Pertahankan Kondisi,0,0,0,90,5.7
561,Tondano Selatan,NK Perkasa,Regosol,Pasir,2.7,180,30,15.0,15.0,15.0,30,Vegetatif Aktif,6.3,17,24,23,Seimbang,Pertahankan Kondisi,0,0,0,110,4.7
562,Langowan,Pertiwi,Andosol,Pasir,2.8,179,27,23.0,0.0,0.0,38,Vegetatif Aktif,5.7,21,18,21,Seimbang,Pertahankan Kondisi,0,0,0,105,6.2
563,Tombulu,NK Perkasa,Latosol,Lempung Berpasir,1.3,184,27,23.0,0.0,0.0,41,Vegetatif Aktif,5.8,28,11,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.0
564,Tomohon,Bisi 2,Latosol,Lempung,2.5,213,29,38.0,15.0,15.0,81,Generatif,6.2,22,25,18,Seimbang,Pertahankan Kondisi,0,0,0,115,5.2
565,Langowan,NK Perkasa,Andosol,Lempung,1.3,248,29,23.0,0.0,0.0,78,Generatif,6.3,29,11,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.9
566,Sonder,Bisi 2,Regosol,Pasir,1.2,184,28,23.0,0.0,0.0,85,Generatif,5.9,28,10,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.3
567,Kauditan,Pertiwi,Latosol,Lempung,1.2,218,27,0.0,0.0,0.0,37,Vegetatif Aktif,6.4,17,8,14,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,5.0
568,Airmadidi,Bisi 2,Regosol,Lempung Berpasir,1.1,174,26,15.0,15.0,15.0,70,Generatif,5.6,28,15,22,Seimbang,Pertahankan Kondisi,0,0,0,115,5.1
569,Tomohon,Pioneer Sweet Corn,Latosol,Lempung Berpasir,0.5,236,28,0.0,0.0,0.0,39,Vegetatif Aktif,5.7,19,15,22,Seimbang,Pertahankan Kondisi,0,0,0,90,4.6
570,Kauditan,Bisi 2,Regosol,Lempung Berpasir,3.0,159,29,38.0,15.0,15.0,33,Vegetatif Aktif,6.0,24,23,21,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0
571,Kauditan,NK Perkasa,Latosol,Lempung,1.8,197,28,38.0,15.0,15.0,28,Vegetatif Aktif,5.8,27,21,17,Seimbang,Pertahankan Kondisi,0,0,0,110,5.5
572,Sonder,Pertiwi,Latosol,Lempung,0.5,229,28,15.0,15.0,15.0,17,Vegetatif Awal,5.6,15,26,16,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,5.0
573,Tondano Selatan,Pertiwi,Latosol,Lempung,2.0,194,28,38.0,15.0,15.0,45,Vegetatif Aktif,6.3,22,16,16,Seimbang,Pertahankan Kondisi,0,0,0,105,5.8
574,Tomohon,Pertiwi,Andosol,Pasir,2.3,215,31,0.0,0.0,0.0,25,Vegetatif Awal,5.5,22,17,20,Seimbang,Pertahankan Kondisi,0,0,0,105,5.6
575,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,0.8,158,28,23.0,0.0,0.0,34,Vegetatif Aktif,5.7,23,13,22,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,4.9
576,Tondano Utara,Bisi 2,Andosol,Pasir,2.2,202,27,15.0,15.0,15.0,17,Vegetatif Awal,6.1,28,21,16,Seimbang,Pertahankan Kondisi,0,0,0,115,5.5
577,Sonder,Pertiwi,Andosol,Lempung,0.8,221,26,0.0,0.0,0.0,38,Vegetatif Aktif,5.7,23,20,21,Seimbang,Pertahankan Kondisi,0,0,0,105,5.9
578,Airmadidi,NK Perkasa,Andosol,Lempung,0.7,227,29,38.0,15.0,15.0,12,Vegetatif Awal,6.3,21,23,16,Seimbang,Pertahankan Kondisi,0,0,0,110,6.1
579,Kauditan,Pioneer Sweet Corn,Andosol,Lempung,1.3,177,31,23.0,0.0,0.0,71,Generatif,5.8,23,12,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.8
580,Tombulu,NK Perkasa,Latosol,Lempung Berpasir,2.1,216,27,15.0,15.0,15.0,33,Vegetatif Aktif,6.2,22,26,14,Seimbang,Pertahankan Kondisi,0,0,0,110,5.3
581,Tomohon,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.2,207,27,23.0,0.0,0.0,61,Generatif,5.7,29,13,18,Seimbang,Pertahankan Kondisi,0,0,0,90,4.8
582,Tomohon,Bisi 2,Latosol,Lempung Berpasir,2.4,191,26,15.0,15.0,15.0,78,Generatif,5.6,21,23,25,Seimbang,Pertahankan Kondisi,0,0,0,115,5.4
583,Airmadidi,NK Perkasa,Regosol,Pasir,0.9,180,26,23.0,0.0,0.0,56,Generatif,6.3,22,18,19,Seimbang,Pertahankan Kondisi,0,0,0,110,5.0
584,Tondano Selatan,Pioneer Sweet Corn,Andosol,Pasir,2.5,182,28,15.0,15.0,15.0,66,Generatif,6.4,17,26,18,Seimbang,Pertahankan Kondisi,0,0,0,90,5.7
585,Tomohon,Pioneer Sweet Corn,Andosol,Pasir,2.6,236,31,0.0,0.0,0.0,31,Vegetatif Aktif,6.2,11,19,11,Seimbang,Pertahankan Kondisi,0,0,0,90,5.8
586,Tondano Utara,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.4,191,28,38.0,15.0,15.0,24,Vegetatif Awal,6.4,35,26,25,Seimbang,Pertahankan Kondisi,0,0,0,90,5.4
587,Tomohon,Pertiwi,Latosol,Lempung Berpasir,2.8,233,30,15.0,15.0,15.0,77,Generatif,5.8,28,17,19,Seimbang,Pertahankan Kondisi,0,0,0,105,5.3
588,Tombulu,NK Perkasa,Regosol,Lempung Berpasir,1.2,250,29,15.0,15.0,15.0,52,Vegetatif Aktif,6.3,15,25,16,Seimbang,Pertahankan Kondisi,0,0,0,110,5.3
589,Tondano Selatan,Pertiwi,Andosol,Lempung,1.8,178,30,38.0,15.0,15.0,48,Vegetatif Aktif,6.6,34,26,20,Seimbang,Pertahankan Kondisi,0,0,0,105,6.2
590,Tondano Utara,Pioneer Sweet Corn,Regosol,Pasir,0.5,200,26,15.0,15.0,15.0,31,Vegetatif Aktif,6.2,19,26,20,Seimbang,Pertahankan Kondisi,0,0,0,90,4.7
591,Kauditan,NK Perkasa,Regosol,Pasir,1.2,231,28,15.0,15.0,15.0,13,Vegetatif Awal,6.0,16,23,20,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,5.2
592,Tomohon,Bisi 2,Andosol,Pasir,1.6,163,31,15.0,15.0,15.0,62,Generatif,6.4,28,16,20,Seimbang,Pertahankan Kondisi,0,0,0,115,5.5
593,Kauditan,Bisi 2,Andosol,Pasir,2.8,233,28,0.0,0.0,0.0,21,Vegetatif Awal,5.9,14,8,19,Defisiensi_N,Tambah Urea Susulan I,100,0,0,115,5.2
594,Langowan,Pioneer Sweet Corn,Andosol,Lempung,1.1,184,26,0.0,0.0,0.0,78,Generatif,6.5,21,17,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.7
595,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,0.5,240,29,15.0,15.0,15.0,59,Generatif,6.6,20,16,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.2
596,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.4,178,27,23.0,0.0,0.0,78,Generatif,5.5,25,14,21,Seimbang,Pertahankan Kondisi,0,0,0,90,5.1
597,Kauditan,Bisi 2,Regosol,Lempung Berpasir,1.5,182,27,0.0,0.0,0.0,46,Vegetatif Aktif,6.6,16,18,17,Seimbang,Pertahankan Kondisi,0,0,0,115,4.6
598,Airmadidi,NK Perkasa,Regosol,Pasir,0.6,217,29,38.0,15.0,15.0,53,Vegetatif Aktif,6.6,29,14,18,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.2
599,Sonder,Pioneer Sweet Corn,Latosol,Lempung,0.9,218,27,38.0,15.0,15.0,82,Generatif,5.8,21,16,26,Seimbang,Pertahankan Kondisi,0,0,0,90,5.6
600,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,2.1,238,29,23.0,0.0,0.0,43,Vegetatif Aktif,6.4,26,19,17,Seimbang,Pertahankan Kondisi,0,0,0,90,5.2
601,Tombulu,Pertiwi,Andosol,Lempung,0.7,152,31,38.0,15.0,15.0,84,Generatif,5.8,27,15,26,Seimbang,Pertahankan Kondisi,0,0,0,105,6.4
602,Kauditan,Pertiwi,Latosol,Lempung Berpasir,1.5,211,29,0.0,0.0,0.0,46,Vegetatif Aktif,6.1,16,18,13,Seimbang,Pertahankan Kondisi,0,0,0,105,4.6
603,Tomohon,Pertiwi,Latosol,Lempung Berpasir,2.2,239,30,15.0,15.0,15.0,10,Vegetatif Awal,6.5,23,22,19,Seimbang,Pertahankan Kondisi,0,0,0,105,5.1
604,Tondano Selatan,NK Perkasa,Regosol,Lempung Berpasir,2.4,183,29,23.0,0.0,0.0,58,Generatif,5.7,16,10,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,4.9
605,Langowan,Bisi 2,Andosol,Lempung,2.5,245,27,38.0,15.0,15.0,78,Generatif,6.6,25,15,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.2
606,Kauditan,Bisi 2,Regosol,Pasir,1.7,185,26,23.0,0.0,0.0,76,Generatif,6.3,30,14,21,Seimbang,Pertahankan Kondisi,0,0,0,115,4.9
607,Kauditan,NK Perkasa,Latosol,Lempung Berpasir,1.3,183,29,38.0,15.0,15.0,18,Vegetatif Awal,5.7,28,17,14,Seimbang,Pertahankan Kondisi,0,0,0,110,5.2
608,Langowan,Pioneer Sweet Corn,Andosol,Lempung,0.5,181,30,23.0,0.0,0.0,57,Generatif,5.9,26,8,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.7
609,Kauditan,Pioneer Sweet Corn,Latosol,Lempung,1.1,215,31,38.0,15.0,15.0,26,Vegetatif Aktif,6.4,35,22,23,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9
610,Tondano Selatan,NK Perkasa,Regosol,Pasir,0.8,225,29,15.0,15.0,15.0,52,Vegetatif Aktif,6.3,21,14,20,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,4.6
611,Sonder,Bisi 2,Latosol,Lempung,2.0,225,28,23.0,0.0,0.0,16,Vegetatif Awal,6.2,23,16,21,Seimbang,Pertahankan Kondisi,0,0,0,115,5.6
612,Kauditan,Pertiwi,Andosol,Lempung,2.0,220,29,0.0,0.0,0.0,62,Generatif,5.7,15,9,22,Seimbang,Pertahankan Kondisi,0,0,0,105,5.6
613,Airmadidi,Pertiwi,Andosol,Lempung,1.7,239,26,15.0,15.0,15.0,57,Generatif,5.8,16,22,18,Seimbang,Pertahankan Kondisi,0,0,0,105,6.0
614,Kauditan,Pertiwi,Regosol,Pasir,2.9,162,27,23.0,0.0,0.0,81,Generatif,5.7,29,19,22,Seimbang,Pertahankan Kondisi,0,0,0,105,5.0
615,Tombulu,Pertiwi,Latosol,Lempung,1.0,159,29,23.0,0.0,0.0,32,Vegetatif Aktif,6.7,29,12,13,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,5.0
616,Kauditan,NK Perkasa,Latosol,Lempung Berpasir,2.2,181,30,15.0,15.0,15.0,51,Vegetatif Aktif,6.6,20,14,20,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.2
617,Langowan,Pertiwi,Regosol,Lempung Berpasir,2.3,161,28,15.0,15.0,15.0,66,Generatif,6.4,20,19,26,Seimbang,Pertahankan Kondisi,0,0,0,105,4.7
618,Tomohon,Pioneer Sweet Corn,Andosol,Pasir,1.3,163,28,0.0,0.0,0.0,44,Vegetatif Aktif,6.4,18,12,19,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.6
619,Sonder,Pertiwi,Regosol,Lempung Berpasir,0.5,189,29,15.0,15.0,15.0,72,Generatif,5.6,25,19,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.5
620,Tondano Utara,NK Perkasa,Regosol,Lempung Berpasir,2.1,188,31,23.0,0.0,0.0,69,Generatif,5.7,19,12,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.2
621,Sonder,Bisi 2,Latosol,Lempung,2.4,233,31,15.0,15.0,15.0,65,Generatif,6.5,22,15,19,Seimbang,Pertahankan Kondisi,0,0,0,115,4.9
622,Tomohon,Pertiwi,Regosol,Lempung Berpasir,0.7,235,27,38.0,15.0,15.0,34,Vegetatif Aktif,5.7,31,17,25,Seimbang,Pertahankan Kondisi,0,0,0,105,5.7
623,Tombulu,NK Perkasa,Latosol,Lempung,0.7,244,31,38.0,15.0,15.0,31,Vegetatif Aktif,6.2,36,22,15,Seimbang,Pertahankan Kondisi,0,0,0,110,5.3
624,Tondano Utara,Pioneer Sweet Corn,Andosol,Lempung,1.1,183,28,0.0,0.0,0.0,67,Generatif,5.9,16,12,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.9
625,Sonder,NK Perkasa,Andosol,Lempung,2.7,159,26,23.0,0.0,0.0,36,Vegetatif Aktif,6.6,28,14,15,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,6.1
626,Tondano Selatan,Pertiwi,Andosol,Pasir,1.7,223,27,23.0,0.0,0.0,16,Vegetatif Awal,5.8,24,10,17,Seimbang,Pertahankan Kondisi,0,0,0,105,6.0
627,Tondano Utara,Bisi 2,Andosol,Lempung,1.9,216,26,15.0,15.0,15.0,32,Vegetatif Aktif,5.9,20,19,23,Seimbang,Pertahankan Kondisi,0,0,0,115,5.4
628,Tondano Selatan,Pertiwi,Latosol,Lempung Berpasir,1.6,204,30,38.0,15.0,15.0,42,Vegetatif Aktif,6.1,30,22,22,Seimbang,Pertahankan Kondisi,0,0,0,105,5.9
629,Sonder,Pertiwi,Regosol,Pasir,2.3,218,27,23.0,0.0,0.0,85,Generatif,5.7,29,13,18,Seimbang,Pertahankan Kondisi,0,0,0,105,5.5
630,Sonder,Pioneer Sweet Corn,Andosol,Pasir,1.8,193,26,15.0,15.0,15.0,62,Generatif,6.7,15,15,25,Seimbang,Pertahankan Kondisi,0,0,0,90,6.3
631,Tombulu,Pioneer Sweet Corn,Regosol,Lempung Berpasir,2.6,180,29,15.0,15.0,15.0,49,Vegetatif Aktif,6.6,27,16,14,Seimbang,Pertahankan Kondisi,0,0,0,90,4.7
632,Sonder,Pertiwi,Andosol,Pasir,1.4,234,28,38.0,15.0,15.0,67,Generatif,5.6,21,23,18,Seimbang,Pertahankan Kondisi,0,0,0,105,6.4
633,Tomohon,Bisi 2,Andosol,Lempung,2.3,197,26,38.0,15.0,15.0,34,Vegetatif Aktif,5.6,36,20,20,Seimbang,Pertahankan Kondisi,0,0,0,115,6.7
634,Airmadidi,Pertiwi,Latosol,Lempung Berpasir,1.2,242,31,15.0,15.0,15.0,44,Vegetatif Aktif,6.2,25,20,25,Seimbang,Pertahankan Kondisi,0,0,0,105,4.8
635,Airmadidi,Pioneer Sweet Corn,Regosol,Pasir,0.7,186,30,0.0,0.0,0.0,71,Generatif,5.9,16,17,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,4.6
636,Sonder,Bisi 2,Andosol,Lempung,2.9,242,30,15.0,15.0,15.0,75,Generatif,6.3,26,21,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.0
637,Tombulu,Bisi 2,Latosol,Lempung,1.0,184,27,38.0,15.0,15.0,72,Generatif,6.8,22,17,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.1
638,Langowan,NK Perkasa,Andosol,Lempung,2.9,239,26,15.0,15.0,15.0,77,Generatif,6.6,24,16,20,Seimbang,Pertahankan Kondisi,0,0,0,110,6.2
639,Langowan,Bisi 2,Latosol,Lempung,2.8,213,31,15.0,15.0,15.0,35,Vegetatif Aktif,6.5,22,15,21,Seimbang,Pertahankan Kondisi,0,0,0,115,4.6
640,Sonder,Pioneer Sweet Corn,Andosol,Lempung,2.3,193,26,15.0,15.0,15.0,76,Generatif,6.4,18,16,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.5
641,Tomohon,Pertiwi,Andosol,Pasir,0.6,178,28,23.0,0.0,0.0,84,Generatif,5.7,24,19,22,Seimbang,Pertahankan Kondisi,0,0,0,105,5.6
642,Tondano Selatan,Bisi 2,Latosol,Lempung,3.0,197,27,38.0,15.0,15.0,81,Generatif,6.1,30,26,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.8
643,Sonder,Bisi 2,Regosol,Lempung Berpasir,2.8,213,30,15.0,15.0,15.0,68,Generatif,6.2,29,14,21,Seimbang,Pertahankan Kondisi,0,0,0,115,4.8
644,Tondano Utara,NK Perkasa,Andosol,Lempung,2.6,222,29,38.0,15.0,15.0,29,Vegetatif Aktif,6.0,23,24,22,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8
645,Tomohon,Bisi 2,Regosol,Pasir,1.2,237,28,38.0,15.0,15.0,33,Vegetatif Aktif,6.7,33,24,15,Seimbang,Pertahankan Kondisi,0,0,0,115,5.1
646,Kauditan,Pertiwi,Andosol,Lempung,1.9,189,29,38.0,15.0,15.0,60,Generatif,5.8,29,25,26,Seimbang,Pertahankan Kondisi,0,0,0,105,5.9
647,Sonder,Pertiwi,Andosol,Lempung,2.8,162,27,15.0,15.0,15.0,78,Generatif,5.7,27,19,21,Seimbang,Pertahankan Kondisi,0,0,0,105,5.7
648,Tombulu,NK Perkasa,Regosol,Pasir,1.2,241,30,23.0,0.0,0.0,59,Generatif,5.9,30,17,13,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.3
649,Tomohon,Pioneer Sweet Corn,Latosol,Lempung,2.9,236,29,15.0,15.0,15.0,70,Generatif,5.6,26,19,23,Seimbang,Pertahankan Kondisi,0,0,0,90,5.2
650,Tondano Utara,NK Perkasa,Regosol,Lempung Berpasir,2.6,202,31,0.0,0.0,0.0,14,Vegetatif Awal,5.6,19,17,19,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,4.4
651,Tomohon,Bisi 2,Andosol,Lempung,1.6,175,27,38.0,15.0,15.0,55,Vegetatif Aktif,6.1,27,21,22,Seimbang,Pertahankan Kondisi,0,0,0,115,6.3
652,Airmadidi,NK Perkasa,Latosol,Lempung Berpasir,1.6,233,30,0.0,0.0,0.0,85,Generatif,6.5,10,11,21,Seimbang,Pertahankan Kondisi,0,0,0,110,5.2
653,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.9,220,30,15.0,15.0,15.0,46,Vegetatif Aktif,5.6,20,21,16,Seimbang,Pertahankan Kondisi,0,0,0,90,4.8
654,Airmadidi,Pertiwi,Latosol,Lempung,2.9,167,31,23.0,0.0,0.0,28,Vegetatif Aktif,6.2,24,18,21,Seimbang,Pertahankan Kondisi,0,0,0,105,5.2
655,Tondano Selatan,NK Perkasa,Regosol,Lempung Berpasir,1.9,217,28,15.0,15.0,15.0,13,Vegetatif Awal,6.3,27,19,22,Seimbang,Pertahankan Kondisi,0,0,0,110,5.1
656,Airmadidi,Pertiwi,Regosol,Pasir,2.9,238,29,0.0,0.0,0.0,15,Vegetatif Awal,6.6,12,20,18,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,4.6
657,Sonder,NK Perkasa,Latosol,Lempung Berpasir,2.7,204,29,23.0,0.0,0.0,38,Vegetatif Aktif,6.7,26,9,20,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.2
658,Tomohon,Bisi 2,Andosol,Pasir,2.4,234,29,23.0,0.0,0.0,19,Vegetatif Awal,6.0,22,20,17,Seimbang,Pertahankan Kondisi,0,0,0,115,5.7
659,Tondano Utara,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.4,171,31,38.0,15.0,15.0,18,Vegetatif Awal,5.5,36,25,24,Seimbang,Pertahankan Kondisi,0,0,0,90,5.1
660,Airmadidi,Pioneer Sweet Corn,Regosol,Pasir,2.3,213,27,23.0,0.0,0.0,80,Generatif,5.8,27,12,20,Seimbang,Pertahankan Kondisi,0,0,0,90,5.5
661,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,2.4,247,31,0.0,0.0,0.0,58,Generatif,6.0,20,18,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,4.4
662,Kauditan,NK Perkasa,Regosol,Lempung Berpasir,2.9,176,27,15.0,15.0,15.0,23,Vegetatif Awal,6.0,21,15,19,Seimbang,Pertahankan Kondisi,0,0,0,110,5.1
663,Airmadidi,Pertiwi,Andosol,Lempung,2.5,248,29,0.0,0.0,0.0,83,Generatif,6.6,13,13,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.4
664,Langowan,Pertiwi,Andosol,Lempung,1.9,202,31,15.0,15.0,15.0,41,Vegetatif Aktif,6.4,29,24,25,Seimbang,Pertahankan Kondisi,0,0,0,105,6.0
665,Sonder,Bisi 2,Latosol,Lempung,0.5,153,26,23.0,0.0,0.0,22,Vegetatif Awal,6.7,18,9,10,Defisiensi_N,Tambah Urea Susulan I,100,0,0,115,4.9
666,Airmadidi,NK Perkasa,Regosol,Pasir,2.8,241,26,23.0,0.0,0.0,73,Generatif,5.9,30,19,19,Seimbang,Pertahankan Kondisi,0,0,0,110,5.5
667,Tondano Utara,Pioneer Sweet Corn,Latosol,Lempung,1.4,243,29,38.0,15.0,15.0,84,Generatif,6.8,24,19,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.2
668,Tondano Selatan,Bisi 2,Andosol,Lempung,2.9,197,30,38.0,15.0,15.0,23,Vegetatif Awal,6.5,28,18,16,Seimbang,Pertahankan Kondisi,0,0,0,115,6.2
669,Kauditan,Pertiwi,Latosol,Lempung,2.4,190,29,15.0,15.0,15.0,56,Generatif,6.6,21,18,21,Seimbang,Pertahankan Kondisi,0,0,0,105,4.9
670,Sonder,Pioneer Sweet Corn,Regosol,Lempung Berpasir,0.7,159,27,38.0,15.0,15.0,71,Generatif,6.6,28,19,22,Seimbang,Pertahankan Kondisi,0,0,0,90,5.1
671,Tomohon,Bisi 2,Regosol,Lempung Berpasir,2.4,174,31,38.0,15.0,15.0,23,Vegetatif Awal,6.0,29,25,14,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0
672,Tomohon,Pertiwi,Regosol,Lempung Berpasir,1.1,196,30,15.0,15.0,15.0,44,Vegetatif Aktif,5.7,24,25,24,Seimbang,Pertahankan Kondisi,0,0,0,105,4.6
673,Tombulu,NK Perkasa,Latosol,Lempung,2.4,245,31,38.0,15.0,15.0,25,Vegetatif Awal,6.1,22,20,25,Seimbang,Pertahankan Kondisi,0,0,0,110,5.2
674,Tomohon,Pioneer Sweet Corn,Regosol,Pasir,1.3,236,26,0.0,0.0,0.0,18,Vegetatif Awal,5.8,20,11,15,Seimbang,Pertahankan Kondisi,0,0,0,90,4.9
675,Langowan,NK Perkasa,Regosol,Lempung Berpasir,0.6,162,30,15.0,15.0,15.0,82,Generatif,6.2,29,20,21,Seimbang,Pertahankan Kondisi,0,0,0,110,5.3
676,Tondano Utara,Bisi 2,Latosol,Lempung,1.4,212,27,0.0,0.0,0.0,73,Generatif,6.2,10,15,18,Seimbang,Pertahankan Kondisi,0,0,0,115,5.3
677,Kauditan,Pioneer Sweet Corn,Latosol,Lempung,2.5,233,27,38.0,15.0,15.0,60,Generatif,6.4,30,16,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.1
678,Tombulu,Pertiwi,Andosol,Lempung,0.8,248,29,38.0,15.0,15.0,49,Vegetatif Aktif,5.6,30,17,23,Seimbang,Pertahankan Kondisi,0,0,0,105,6.2
679,Tondano Selatan,Pioneer Sweet Corn,Regosol,Pasir,2.4,239,31,0.0,0.0,0.0,67,Generatif,6.3,17,19,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.3
680,Tondano Selatan,Pioneer Sweet Corn,Latosol,Lempung,2.4,195,31,0.0,0.0,0.0,76,Generatif,6.3,14,12,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,4.6
681,Tondano Utara,NK Perkasa,Latosol,Lempung Berpasir,2.7,225,30,0.0,0.0,0.0,58,Generatif,6.0,19,8,21,Seimbang,Pertahankan Kondisi,0,0,0,110,4.6
